GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
1500000US360290029002,360290029002,"Block Group 2, Census Tract 29, Erie County, New York",499,176,136,82,322,167,0,11,0,11,0,11,0,11,41,48,0,11,41,48
1500000US360290029003,360290029003,"Block Group 3, Census Tract 29, Erie County, New York",685,306,10,11,675,307,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360290029004,360290029004,"Block Group 4, Census Tract 29, Erie County, New York",385,129,9,13,376,130,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360290030001,360290030001,"Block Group 1, Census Tract 30, Erie County, New York",625,219,105,58,498,209,0,11,0,11,0,11,0,11,22,33,0,11,22,33
1500000US360290030002,360290030002,"Block Group 2, Census Tract 30, Erie County, New York",1117,260,169,89,710,225,0,11,14,21,0,11,71,72,153,150,0,11,153,150
1500000US360290030003,360290030003,"Block Group 3, Census Tract 30, Erie County, New York",837,353,77,77,728,344,0,11,0,11,0,11,0,11,32,40,0,11,32,40
1500000US360290031001,360290031001,"Block Group 1, Census Tract 31, Erie County, New York",336,229,9,14,327,229,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360290031002,360290031002,"Block Group 2, Census Tract 31, Erie County, New York",332,145,9,14,306,142,8,13,0,11,0,11,0,11,9,16,0,11,9,16
1500000US360290031003,360290031003,"Block Group 3, Census Tract 31, Erie County, New York",1037,334,166,73,856,315,0,11,0,11,0,11,9,14,6,13,0,11,6,13
1500000US360290031004,360290031004,"Block Group 4, Census Tract 31, Erie County, New York",338,179,59,51,255,147,0,11,0,11,0,11,0,11,24,32,0,11,24,32
1500000US360290033011,360290033011,"Block Group 1, Census Tract 33.01, Erie County, New York",855,327,154,83,693,321,0,11,0,11,0,11,8,16,0,11,0,11,0,11
1500000US360290033012,360290033012,"Block Group 2, Census Tract 33.01, Erie County, New York",818,273,0,11,787,278,0,11,0,11,0,11,0,11,31,45,0,11,31,45
1500000US360290033013,360290033013,"Block Group 3, Census Tract 33.01, Erie County, New York",1254,309,0,11,1246,307,8,14,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360290033014,360290033014,"Block Group 4, Census Tract 33.01, Erie County, New York",933,260,14,21,919,256,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360290033021,360290033021,"Block Group 1, Census Tract 33.02, Erie County, New York",520,211,14,23,506,212,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360290033022,360290033022,"Block Group 2, Census Tract 33.02, Erie County, New York",830,269,93,150,676,254,0,11,0,11,0,11,0,11,61,70,0,11,61,70
1500000US360290033023,360290033023,"Block Group 3, Census Tract 33.02, Erie County, New York",1100,390,12,18,1052,391,12,22,0,11,0,11,0,11,24,37,0,11,24,37
1500000US360290033024,360290033024,"Block Group 4, Census Tract 33.02, Erie County, New York",720,276,0,11,591,209,0,11,88,132,0,11,8,13,33,52,33,52,0,11
1500000US360290034001,360290034001,"Block Group 1, Census Tract 34, Erie County, New York",484,187,0,11,465,190,8,12,0,11,0,11,0,11,11,19,0,11,11,19
1500000US360290034002,360290034002,"Block Group 2, Census Tract 34, Erie County, New York",714,277,0,11,699,282,0,11,0,11,0,11,0,11,15,26,0,11,15,26
1500000US360290034003,360290034003,"Block Group 3, Census Tract 34, Erie County, New York",492,187,38,44,428,180,26,44,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360290034004,360290034004,"Block Group 4, Census Tract 34, Erie County, New York",286,149,0,11,264,149,0,11,0,11,0,11,0,11,22,36,0,11,22,36
1500000US360290034005,360290034005,"Block Group 5, Census Tract 34, Erie County, New York",361,164,3,7,354,165,0,11,0,11,0,11,4,8,0,11,0,11,0,11
1500000US360290035001,360290035001,"Block Group 1, Census Tract 35, Erie County, New York",250,97,76,81,165,68,0,11,0,11,0,11,0,11,9,14,1,3,8,13
1500000US360290035002,360290035002,"Block Group 2, Census Tract 35, Erie County, New York",616,200,8,13,566,195,0,11,0,11,0,11,10,15,32,52,0,11,32,52
1500000US360290035003,360290035003,"Block Group 3, Census Tract 35, Erie County, New York",1305,307,7,12,1290,310,0,11,0,11,0,11,0,11,8,15,0,11,8,15
1500000US360290035004,360290035004,"Block Group 4, Census Tract 35, Erie County, New York",809,267,24,23,785,266,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360290036001,360290036001,"Block Group 1, Census Tract 36, Erie County, New York",925,362,133,118,792,373,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360290036002,360290036002,"Block Group 2, Census Tract 36, Erie County, New York",622,318,0,11,622,318,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360290036003,360290036003,"Block Group 3, Census Tract 36, Erie County, New York",767,265,150,164,593,189,0,11,0,11,0,11,24,37,0,11,0,11,0,11
1500000US360290036004,360290036004,"Block Group 4, Census Tract 36, Erie County, New York",392,154,73,42,271,142,0,11,0,11,0,11,8,17,40,64,0,11,40,64
1500000US360290037001,360290037001,"Block Group 1, Census Tract 37, Erie County, New York",1138,339,120,94,1017,322,0,11,0,11,0,11,1,2,0,11,0,11,0,11
1500000US360290037002,360290037002,"Block Group 2, Census Tract 37, Erie County, New York",1246,443,135,76,1068,414,26,42,0,11,0,11,17,27,0,11,0,11,0,11
1500000US360290037003,360290037003,"Block Group 3, Census Tract 37, Erie County, New York",310,161,68,57,201,137,0,11,18,20,0,11,0,11,23,37,0,11,23,37
1500000US360290037004,360290037004,"Block Group 4, Census Tract 37, Erie County, New York",1139,336,53,47,986,305,0,11,54,82,0,11,0,11,46,56,15,27,31,49
1500000US360290037005,360290037005,"Block Group 5, Census Tract 37, Erie County, New York",503,179,60,40,423,174,0,11,0,11,0,11,0,11,20,22,0,11,20,22
1500000US360290038001,360290038001,"Block Group 1, Census Tract 38, Erie County, New York",996,299,149,101,847,266,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360290038002,360290038002,"Block Group 2, Census Tract 38, Erie County, New York",953,338,76,73,838,324,0,11,0,11,0,11,0,11,39,44,6,10,33,42
1500000US360290038003,360290038003,"Block Group 3, Census Tract 38, Erie County, New York",1059,344,102,95,841,287,0,11,0,11,0,11,69,112,47,57,0,11,47,57
1500000US360290039011,360290039011,"Block Group 1, Census Tract 39.01, Erie County, New York",987,122,19,15,929,125,12,19,21,23,0,11,0,11,6,9,0,11,6,9
1500000US360290040011,360290040011,"Block Group 1, Census Tract 40.01, Erie County, New York",1198,338,9,14,1170,333,0,11,0,11,0,11,0,11,19,31,0,11,19,31
1500000US360290040012,360290040012,"Block Group 2, Census Tract 40.01, Erie County, New York",687,289,138,126,537,262,0,11,0,11,0,11,12,21,0,11,0,11,0,11
1500000US360290040013,360290040013,"Block Group 3, Census Tract 40.01, Erie County, New York",1064,424,9,15,996,442,0,11,29,43,0,11,0,11,30,46,0,11,30,46
1500000US360290040014,360290040014,"Block Group 4, Census Tract 40.01, Erie County, New York",797,320,67,91,670,270,22,35,0,11,0,11,0,11,38,59,0,11,38,59
1500000US360290040015,360290040015,"Block Group 5, Census Tract 40.01, Erie County, New York",839,286,584,258,92,62,0,11,9,14,0,11,0,11,154,118,0,11,154,118
1500000US360290041001,360290041001,"Block Group 1, Census Tract 41, Erie County, New York",1407,320,29,20,1305,320,0,11,0,11,0,11,73,88,0,11,0,11,0,11
1500000US360290041002,360290041002,"Block Group 2, Census Tract 41, Erie County, New York",902,191,74,66,746,188,19,31,29,44,0,11,23,37,11,20,0,11,11,20
1500000US360290041003,360290041003,"Block Group 3, Census Tract 41, Erie County, New York",897,227,99,74,798,214,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360290041004,360290041004,"Block Group 4, Census Tract 41, Erie County, New York",1223,320,220,139,979,311,6,9,0,11,0,11,11,17,7,12,0,11,7,12
1500000US360290042001,360290042001,"Block Group 1, Census Tract 42, Erie County, New York",642,305,18,20,624,309,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360290042002,360290042002,"Block Group 2, Census Tract 42, Erie County, New York",647,197,30,29,580,197,0,11,0,11,0,11,0,11,37,59,0,11,37,59
1500000US360290042003,360290042003,"Block Group 3, Census Tract 42, Erie County, New York",461,182,16,25,445,180,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360290042004,360290042004,"Block Group 4, Census Tract 42, Erie County, New York",646,377,14,22,632,379,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360290042005,360290042005,"Block Group 5, Census Tract 42, Erie County, New York",1079,299,51,49,1028,302,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360290043001,360290043001,"Block Group 1, Census Tract 43, Erie County, New York",690,242,178,90,459,237,0,11,13,20,0,11,0,11,40,47,26,41,14,23
1500000US360290043002,360290043002,"Block Group 2, Census Tract 43, Erie County, New York",1045,473,58,56,954,479,0,11,0,11,0,11,0,11,33,52,0,11,33,52
1500000US360290043003,360290043003,"Block Group 3, Census Tract 43, Erie County, New York",1632,619,0,11,1420,537,0,11,212,334,0,11,0,11,0,11,0,11,0,11
1500000US360290043004,360290043004,"Block Group 4, Census Tract 43, Erie County, New York",420,165,134,65,273,159,0,11,0,11,0,11,13,20,0,11,0,11,0,11
1500000US360290043005,360290043005,"Block Group 5, Census Tract 43, Erie County, New York",1015,377,142,85,813,395,0,11,0,11,0,11,0,11,60,64,0,11,60,64
1500000US360290043006,360290043006,"Block Group 6, Census Tract 43, Erie County, New York",960,508,103,116,757,450,0,11,66,109,0,11,34,52,0,11,0,11,0,11
1500000US360290043007,360290043007,"Block Group 7, Census Tract 43, Erie County, New York",249,156,29,35,220,157,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360290044011,360290044011,"Block Group 1, Census Tract 44.01, Erie County, New York",882,285,100,106,782,275,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360290044012,360290044012,"Block Group 2, Census Tract 44.01, Erie County, New York",946,256,18,25,928,260,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360290044013,360290044013,"Block Group 3, Census Tract 44.01, Erie County, New York",1329,268,20,18,1309,269,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360290044014,360290044014,"Block Group 4, Census Tract 44.01, Erie County, New York",1182,316,134,92,1021,318,0,11,20,21,0,11,0,11,7,12,0,11,7,12
1500000US360290044021,360290044021,"Block Group 1, Census Tract 44.02, Erie County, New York",1692,315,51,40,1559,295,0,11,0,11,0,11,82,126,0,11,0,11,0,11
1500000US360290044022,360290044022,"Block Group 2, Census Tract 44.02, Erie County, New York",1028,249,3,3,974,254,4,8,0,11,1,2,0,11,46,44,0,11,46,44
1500000US360290045001,360290045001,"Block Group 1, Census Tract 45, Erie County, New York",855,232,716,240,110,95,0,11,13,21,0,11,0,11,16,26,16,26,0,11
1500000US360290045002,360290045002,"Block Group 2, Census Tract 45, Erie County, New York",890,223,109,59,695,216,0,11,70,93,0,11,0,11,16,27,0,11,16,27
1500000US360290045003,360290045003,"Block Group 3, Census Tract 45, Erie County, New York",1348,387,1309,384,13,22,0,11,10,16,0,11,0,11,16,26,0,11,16,26
1500000US360290045004,360290045004,"Block Group 4, Census Tract 45, Erie County, New York",974,394,760,367,214,177,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360290045005,360290045005,"Block Group 5, Census Tract 45, Erie County, New York",1145,531,889,271,104,134,1,2,0,11,0,11,0,11,151,204,0,11,151,204
1500000US360290045006,360290045006,"Block Group 6, Census Tract 45, Erie County, New York",603,203,509,188,17,27,0,11,20,33,0,11,57,70,0,11,0,11,0,11
1500000US360290046011,360290046011,"Block Group 1, Census Tract 46.01, Erie County, New York",669,232,472,188,122,106,0,11,39,39,0,11,0,11,36,44,11,17,25,42
1500000US360290046012,360290046012,"Block Group 2, Census Tract 46.01, Erie County, New York",709,227,213,113,213,166,18,28,255,168,0,11,10,16,0,11,0,11,0,11
1500000US360290046013,360290046013,"Block Group 3, Census Tract 46.01, Erie County, New York",875,219,620,163,108,70,0,11,123,99,0,11,0,11,24,28,0,11,24,28
1500000US360290046014,360290046014,"Block Group 4, Census Tract 46.01, Erie County, New York",1019,259,415,213,145,95,0,11,391,189,6,10,45,72,17,19,0,11,17,19
1500000US360290046021,360290046021,"Block Group 1, Census Tract 46.02, Erie County, New York",1194,240,566,146,153,77,0,11,327,96,0,11,103,146,45,29,6,12,39,26
1500000US360290047001,360290047001,"Block Group 1, Census Tract 47, Erie County, New York",911,312,231,117,584,284,0,11,36,57,0,11,30,38,30,56,30,56,0,11
1500000US360290047002,360290047002,"Block Group 2, Census Tract 47, Erie County, New York",626,238,120,96,406,258,0,11,55,91,0,11,0,11,45,86,0,11,45,86
1500000US360290047003,360290047003,"Block Group 3, Census Tract 47, Erie County, New York",1428,662,28,35,1317,656,0,11,67,91,0,11,0,11,16,26,0,11,16,26
1500000US360290047004,360290047004,"Block Group 4, Census Tract 47, Erie County, New York",1435,335,262,175,767,262,0,11,247,252,0,11,37,67,122,106,11,21,111,104
1500000US360290047005,360290047005,"Block Group 5, Census Tract 47, Erie County, New York",1441,514,827,505,441,236,0,11,59,71,0,11,13,24,101,98,36,65,65,78
1500000US360290048001,360290048001,"Block Group 1, Census Tract 48, Erie County, New York",1358,259,1094,240,128,96,0,11,41,50,0,11,71,61,24,26,0,11,24,26
1500000US360290048002,360290048002,"Block Group 2, Census Tract 48, Erie County, New York",1354,286,1222,288,129,117,0,11,3,6,0,11,0,11,0,11,0,11,0,11
1500000US360290048003,360290048003,"Block Group 3, Census Tract 48, Erie County, New York",1500,246,1333,228,47,62,14,19,0,11,0,11,94,151,12,18,0,11,12,18
1500000US360290049001,360290049001,"Block Group 1, Census Tract 49, Erie County, New York",1727,478,1405,451,135,111,0,11,157,236,0,11,0,11,30,34,0,11,30,34
1500000US360290049002,360290049002,"Block Group 2, Census Tract 49, Erie County, New York",1468,445,1071,364,98,104,0,11,15,23,0,11,157,185,127,178,0,11,127,178
1500000US360290049003,360290049003,"Block Group 3, Census Tract 49, Erie County, New York",726,245,548,160,79,129,0,11,14,23,0,11,52,83,33,51,0,11,33,51
1500000US360290049004,360290049004,"Block Group 4, Census Tract 49, Erie County, New York",772,412,480,271,40,66,0,11,0,11,0,11,167,264,85,91,39,63,46,65
1500000US360290049005,360290049005,"Block Group 5, Census Tract 49, Erie County, New York",1307,367,914,329,247,165,0,11,11,19,0,11,46,73,89,73,12,19,77,63
1500000US360290050001,360290050001,"Block Group 1, Census Tract 50, Erie County, New York",945,195,617,158,200,95,8,12,0,11,0,11,96,140,24,36,24,36,0,11
1500000US360290050002,360290050002,"Block Group 2, Census Tract 50, Erie County, New York",612,168,483,165,22,34,13,23,81,108,0,11,13,20,0,11,0,11,0,11
1500000US360290050003,360290050003,"Block Group 3, Census Tract 50, Erie County, New York",854,262,520,164,323,259,0,11,11,17,0,11,0,11,0,11,0,11,0,11
1500000US360290051001,360290051001,"Block Group 1, Census Tract 51, Erie County, New York",1781,364,1288,383,407,215,0,11,0,11,0,11,0,11,86,82,27,46,59,65
1500000US360290051002,360290051002,"Block Group 2, Census Tract 51, Erie County, New York",583,158,405,141,178,99,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360290051003,360290051003,"Block Group 3, Census Tract 51, Erie County, New York",1086,309,895,303,174,148,0,11,0,11,0,11,0,11,17,26,0,11,17,26
